train_losses,val_losses
0.12643170749147734,0.05766768721823997
0.05018786796927452,0.04617561705093434
0.0424167166997989,0.039658693596720695
0.03778267835577329,0.03641735576093197
0.03490633446971576,0.034330013881813976
0.03310397334396839,0.03141087370904836
0.030877846479415893,0.03035749574290945
0.0302899840871493,0.028223849278181157
0.028780055845777194,0.02771302613806217
0.02785355297724406,0.028115942856257268
0.026968298440178236,0.0267350144010592
0.026479081556200983,0.02544556530390648
0.0257874853014946,0.025340045088941745
0.025491734750568866,0.02506860987620151
0.02496278595427672,0.023616397535388776
0.02414374809463819,0.02491244657876644
0.024102135464549066,0.022892253770631678
0.02376007558653752,0.022658935956102102
0.023253693064053855,0.023900612881605294
0.023288644591967264,0.02311122583899092
0.022919070919354755,0.02260150486960056
0.022217196688055992,0.02181412394535034
0.02201090141882499,0.021275282728465947
0.021857219229141873,0.02233680370362832
0.022062348331014316,0.021880037805184403
0.02178387611359358,0.021157823314771375
0.021369464866816998,0.021265691483115898
0.02131799264748891,0.02119308003680186
0.020970283575356005,0.021222240291535854
0.020864413258930046,0.02071881268490502
0.0206573315585653,0.020657702398664775
0.020595078088343145,0.020049427388275556
0.020703078232705594,0.020486654456150024
0.020351837878425916,0.02032550290583613
0.020410389592250187,0.020515048579174154
0.02009666200230519,0.019759653512626252
0.02007100397348404,0.022555291969725427
0.02015827863663435,0.020064880387817927
0.019769636859496436,0.019645478487252555
0.019520680996278923,0.020080802268645864
0.019534405599037807,0.019453504192147482
0.01956868820389112,0.019681651174942864
0.019615458952883878,0.02012586379621891
0.019450692243874072,0.019861492358068836
0.019316645624736947,0.019139518148880055
0.019415826216340065,0.018880895982952194
0.019251072307427723,0.019482750732927247
0.018895670374234518,0.018908741487626064
0.019120431477824846,0.019149202922795046
0.019195443267623583,0.018850345441952666
0.018978742537399132,0.01900850598046437
0.019258163511753083,0.018611167002707086
0.01877024651815494,0.01852780210963906
0.018777555294334888,0.018989083505770627
0.018698839152852694,0.018706589144595127
0.018713424444198608,0.018596602960469874
0.018688838238517445,0.018611229302242717
0.018455793363352617,0.01863576529270157
0.018810995710392794,0.018393194689316317
0.018653974448641142,0.018899892754060156
0.0185536205843091,0.01849955148955292
0.01880581609159708,0.01877956652141949
0.018306565848489602,0.018066546820262645
0.01850435506552458,0.018417212468116208
0.018189509558180966,0.01849306039908465
0.018347747631371022,0.019119980913448208
0.01839696073780457,0.01883450943104764
0.01825371648122867,0.017946567653896326
0.01811220059543848,0.018076819199276097
0.01837259718775749,0.018046259345050823
0.017853701308369635,0.018017091392044056
0.018530947044491767,0.018332789711495663
0.018193981875975925,0.01825713452466942
0.01820201063156128,0.018313773967167164
0.018107101147373517,0.017902236877682994
0.018053859310845535,0.018420604057610035
0.018245358439783255,0.017885796686119223
0.018235830940306185,0.019507452379912138
0.01775310969601075,0.018012382734091358
0.018002412781119345,0.017736528306565386
0.01785539785772562,0.01827942726618432
0.01819070674230655,0.017198436675553628
0.017785730103651684,0.017619390545928097
0.017827522411942482,0.017929106009529627
0.01768842376768589,0.018140193332541497
0.017894983902573585,0.017494789374239268
0.017800445606311163,0.017848888015810478
0.01780011341224114,0.017637166590925228
0.01765892082452774,0.018073487343226977
0.01767998666812976,0.017656111366492002
0.017799512771268684,0.01778122163476779
0.01780002161860466,0.017810155221439423
0.017769704433778923,0.017386817967796578
0.017447334460914135,0.01760141085833311
0.017637369439005852,0.017867366347382677
0.018009432772795358,0.017083299148114437
0.01758972437431415,0.01831895090203653
0.01764100781828165,0.017359578030857633
0.01768482965976,0.017389846777424535
0.017610490947961806,0.01679170688495357
