train_losses,val_losses
0.0073028057826062046,0.0019117159845723592
0.0014998360071331262,0.0011868710478549784
0.0010460932025065026,0.000851885395179047
0.0007757008913904428,0.0006577426374473787
0.0006182842024136335,0.0005411803397285613
0.0005019530047817777,0.0004409084086024024
0.0004269089007284492,0.000388012985027633
0.00036641942430287597,0.00035026011693766937
0.00031533123025049767,0.00028933028714047705
0.00027889082860201595,0.00027513938511355203
0.0002474305153203507,0.00022590719473033035
0.00022133883775677532,0.00019996393220548695
0.0001992179041262716,0.0001783776939153037
0.00018262387455130616,0.00016312856175144144
0.00016841359595612932,0.00015593101140458455
0.0001577276475339507,0.00013802736298493208
0.0001447024915444975,0.00013224767718248643
0.00013712822399490203,0.0001334612251741148
0.00012809580316146214,0.00012317149509165554
0.00012147021377071118,0.00011397576909462743
0.00011550978326704353,0.0001310612229219182
0.00010962860408471898,0.00010131682868999865
0.00010631030815420672,0.00011662394582402912
0.00010087662661680952,9.662064660508978e-05
9.773882627875233e-05,0.000127682243436674
9.223905510346715e-05,0.00010219277480265442
8.931882318574936e-05,8.065307980707966e-05
0.00048397675377782434,0.00022884167930819688
0.0001478020668340226,0.00011637852080736032
0.00010736809216905385,9.858783263591753e-05
9.625407438337182e-05,9.23554846636723e-05
9.205384327409168e-05,8.597611606014556e-05
8.44999286152112e-05,8.30078535456894e-05
8.276851702248677e-05,0.00010610021212066404
7.937863622404014e-05,7.403485316435182e-05
7.739080599276349e-05,7.119959047215277e-05
7.581127953987258e-05,0.00011782761213637175
7.287260727995696e-05,6.722352725077183e-05
7.166091540905958e-05,6.525244633791017e-05
6.953973759664222e-05,6.384258569519165e-05
6.705352605786175e-05,6.313056210854755e-05
6.675803911639377e-05,5.974797456106666e-05
6.509807955202025e-05,6.684685080897984e-05
6.021096970653161e-05,7.003101660650809e-05
6.120809860294685e-05,5.511813094230131e-05
5.8377934173525625e-05,5.263357064556677e-05
5.7127780358617505e-05,6.495974601885463e-05
5.5783222031701975e-05,5.053869101678348e-05
5.4795685621987406e-05,5.513449604164789e-05
5.2931052652032425e-05,5.0775668724066025e-05
5.498295901149201e-05,4.763912058595142e-05
5.020053216139786e-05,5.2852241308155886e-05
5.060178172425367e-05,4.524006188613055e-05
4.727763255747656e-05,4.575809253629872e-05
4.69712709406546e-05,5.1895213471923735e-05
4.6912893245462325e-05,4.4086447079725405e-05
0.0002677367279053821,0.00014567377520700362
8.94893776179136e-05,6.487144894484291e-05
6.054286770328569e-05,5.338895673358298e-05
5.22666758527824e-05,4.884214405969845e-05
4.852679733691427e-05,4.6159545626265906e-05
4.6225962762643275e-05,4.3765991575399194e-05
4.426723319920711e-05,4.454311926971794e-05
4.357049709263568e-05,4.2951477146918015e-05
4.303057649910139e-05,3.867717327437354e-05
4.087708370449642e-05,3.815571839600415e-05
4.232224010047503e-05,3.923334310108677e-05
4.0525121124422486e-05,4.264515472583453e-05
3.926594032964204e-05,3.848738348058257e-05
3.859993216368215e-05,3.659720384367826e-05
3.820506136980839e-05,3.4925407314229696e-05
3.749476559945227e-05,3.543415064957523e-05
3.616157733874085e-05,3.364796021800275e-05
3.56925934853886e-05,3.415487560445438e-05
3.587077160773333e-05,3.660250617843864e-05
3.415571872513586e-05,4.913982523616374e-05
3.4326545059836156e-05,3.6992820512634664e-05
3.346720306823651e-05,3.067745970799885e-05
3.2920546174864284e-05,3.44700085909782e-05
3.1705847577541134e-05,2.9376945968443638e-05
3.1434265707503076e-05,3.8377495776388817e-05
3.109672308103958e-05,2.855758505555717e-05
3.256653981710163e-05,3.326441896825464e-05
2.938624886155594e-05,3.510505494558218e-05
2.9194271919550375e-05,2.78666976807104e-05
2.871935659883699e-05,2.679350682035178e-05
2.956191423678926e-05,2.6659841151218218e-05
2.739288414886687e-05,2.611436001585544e-05
2.7394821498698245e-05,2.5524534434457855e-05
2.729337939914937e-05,2.829245382367554e-05
2.7043886633085397e-05,2.5824614896648317e-05
2.7273716555403857e-05,2.4056996308184138e-05
2.619959973768952e-05,2.3587610020842206e-05
2.5801688025239855e-05,2.6931477069855974e-05
2.569916060504814e-05,2.3181231359132577e-05
2.636412331291164e-05,2.353642253667126e-05
2.469703247091578e-05,2.3884812164512967e-05
2.4505991673019404e-05,2.5310844048749943e-05
2.402233240233424e-05,3.4702654587856664e-05
2.46835646200149e-05,2.3332153064752384e-05
